"","account_id","acct_creation_date","statement_frequency","account_district","num_customers","credit_cards","loan_date","loan_amount","loan_payment","loan_term","loan_status","loan_default","max_withdrawal","min_withdrawal","max_balance","min_balance","credit_bank_transfer_other_txn_ct","credit_bank_transfer_other_txn_tot","credit_bank_transfer_other_avg_txn","credit_cash_other_txn_ct","credit_cash_other_txn_tot","credit_cash_other_avg_txn","credit_other_interest_credit_txn_ct","credit_other_interest_credit_txn_tot","credit_other_interest_credit_avg_txn","debit_bank_transfer_household_payment_txn_ct","debit_bank_transfer_household_payment_txn_tot","debit_bank_transfer_household_payment_avg_txn","debit_cash_statement_charge_txn_ct","debit_cash_statement_charge_txn_tot","debit_cash_statement_charge_avg_txn","debit_cash_other_txn_ct","debit_cash_other_txn_tot","debit_cash_other_avg_txn","debit_bank_transfer_loan_payment_txn_ct","debit_bank_transfer_loan_payment_txn_tot","debit_bank_transfer_loan_payment_avg_txn","debit_bank_transfer_insurance_payment_txn_ct","debit_bank_transfer_insurance_payment_txn_tot","debit_bank_transfer_insurance_payment_avg_txn","debit_bank_transfer_other_txn_ct","debit_bank_transfer_other_txn_tot","debit_bank_transfer_other_avg_txn","credit_bank_transfer_pension_benefit_txn_ct","credit_bank_transfer_pension_benefit_txn_tot","credit_bank_transfer_pension_benefit_avg_txn","debit_credit_card_other_txn_ct","debit_credit_card_other_txn_tot","debit_credit_card_other_avg_txn","debit_cash_household_payment_txn_ct","debit_cash_household_payment_txn_tot","debit_cash_household_payment_avg_txn","debit_cash_negative_balance_charge_txn_ct","debit_cash_negative_balance_charge_txn_tot","debit_cash_negative_balance_charge_avg_txn","debit_cash_insurance_payment_txn_ct","debit_cash_insurance_payment_txn_tot","debit_cash_insurance_payment_avg_txn","pmt_order_ct","pmt_order_avg_amt","owner_client_id","gender","birth_date","owner_district"
"3696",4447,"1996-06-16","monthly","Uherske Hradiste",2,NA,"1996-10-31",192744,5354,36,"current",FALSE,63400,15,128779,200,0,0,0,39,1005947,25793.5128205128,31,5531,178.41935483871,0,0,0,28,420,15,63,802499,12738.0793650794,26,139204,5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5353.5,5364,"M","1964-03-14","Uherske Hradiste"
"3697",4448,"1993-06-02","monthly","Prostejov",2,NA,"1994-10-03",192744,5354,36,"expired",FALSE,64800,15,157005,700,0,0,0,111,2366550,21320.2702702703,65,16877,259.646153846154,0,0,0,60,900,15,153,2100566,13729.1895424837,36,192744,5354,0,0,0,0,0,0,0,0,0,6,12100,2016.66666666667,0,0,0,0,0,0,0,0,0,1,5353.5,5366,"F","1971-09-20","Prostejov"
"3699",4456,"1996-09-03","monthly","Ceske Budejovice",1,NA,"1998-02-09",321240,5354,60,"current",FALSE,39400,15,141990,700,0,0,0,49,1123795,22934.5918367347,28,7766,277.357142857143,0,0,0,25,375,15,78,1013101,12988.4743589744,11,58894,5354,0,0,0,0,0,0,0,0,0,1,3300,3300,0,0,0,0,0,0,0,0,0,1,5353.5,5376,"M","1970-01-23","Ceske Budejovice"
"3703",4473,"1995-10-09","monthly","Jicin",1,NA,"1997-01-03",93960,1566,60,"current",FALSE,30000,15,88247,800,0,0,0,40,1014941,25373.525,38,8972,236.105263157895,33,182424,5528,33,495,15,81,622880,7689.87654320988,24,37584,1566,0,0,0,34,119850,3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3539.66666666667,5395,"M","1962-06-01","Jicin"
"3705",4476,"1994-11-10","monthly","Karlovy Vary",1,NA,"1996-09-25",15192,633,24,"expired",FALSE,14720,15,48157,500,0,0,0,54,776897,14386.9814814815,49,5262,107.387755102041,45,143775,3195,44,660,15,100,416960,4169.6,24,15192,633,45,139635,3103,45,41040,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1960.75,5399,"F","1972-12-27","Karlovy Vary"
"3710",4503,"1995-01-03","monthly","Svitavy",1,NA,"1996-01-01",135360,2820,48,"current",FALSE,63600,15,146480,200,0,0,0,73,1973500,27034.2465753425,47,9897,210.574468085106,0,0,0,44,660,15,88,1792404,20368.2272727273,36,101520,2820,0,0,0,0,0,0,0,0,0,5,14400,2880,0,0,0,0,0,0,0,0,0,1,2819.8,5433,"M","1975-09-24","Svitavy"
"3716",4533,"1997-08-03","monthly","Frydek - Mistek",1,NA,"1998-05-05",81144,2254,36,"current",FALSE,62500,15,132954,200,0,0,0,37,950762,25696.2702702703,15,3431,228.733333333333,11,115269,10479,11,165,15,36,730191,20283.0833333333,8,18032,2254,0,0,0,0,0,0,0,0,0,1,2400,2400,0,0,0,0,0,0,0,0,0,2,6366.25,5468,"F","1944-05-27","Frydek - Mistek"
"3720",4550,"1997-02-06","monthly","Breclav",1,NA,"1998-01-03",61320,1022,60,"current",FALSE,9700,15,34807,700,0,0,0,28,225250,8044.64285714286,23,2214,96.2608695652174,19,21147,1113,18,270,15,38,128020,3368.94736842105,12,12264,1022,19,8056,424,19,30533,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1041.5,5487,"F","1947-09-17","Breclav"
"3721",4576,"1993-06-05","monthly","Plzen - jih",1,NA,"1994-06-04",300204,8339,36,"expired",FALSE,23600,15,68594,300,0,0,0,74,1393830,18835.5405405405,67,9384,140.059701492537,0,0,0,62,930,15,113,690820,6113.45132743363,36,300204,8339,0,0,0,0,0,0,0,0,0,0,0,0,63,357700,5677.77777777778,0,0,0,0,0,0,1,8339,NA,"","",""
"3722",4580,"1994-08-27","monthly","Nymburk",1,NA,"1995-08-05",20220,1685,12,"expired",FALSE,61600,15,127871,500,0,0,0,90,1976823,21964.7,50,9335,186.7,46,401258,8723,46,690,15,118,1509809,12794.9915254237,12,20220,1685,0,0,0,0,0,0,0,0,0,4,11700,2925,0,0,0,0,0,0,0,0,0,2,5203.9,5521,"F","1973-05-15","Nymburk"
"3723",4585,"1996-06-08","monthly","Plzen - jih",2,NA,"1996-10-10",64656,1347,48,"current",FALSE,16100,15,59121,200,0,0,0,34,456495,13426.3235294118,30,4823,160.766666666667,26,105690,4065,25,375,15,51,262320,5143.52941176471,26,35022,1347,0,0,0,0,0,0,0,0,0,2,5800,2900,0,0,0,0,0,0,0,0,0,2,2706,5526,"M","1947-03-19","Plzen - jih"
"3727",4616,"1997-09-24","monthly","Hl.m. Praha",1,NA,"1998-01-12",66696,2779,24,"current",FALSE,57100,15,163270,1000,0,0,0,36,897443,24928.9722222222,15,4087,272.466666666667,12,147120,12260,12,180,15,35,652946,18655.6,12,33348,2779,0,0,0,0,0,0,0,0,0,2,4500,2250,0,0,0,0,0,0,0,0,0,2,7519.35,5563,"M","1976-01-01","Hl.m. Praha"
"3728",4618,"1996-07-21","monthly","Beroun",1,NA,"1997-03-17",66696,2779,24,"current",TRUE,56600,0,115745,-7914,0,0,0,28,692369,24727.4642857143,25,2490,99.6,0,0,0,24,360,15,26,436546,16790.2307692308,15,41685,2779,0,0,0,0,0,0,0,0,0,0,0,0,19,221900,11678.9473684211,12,225,18.75,0,0,0,1,2778.7,5565,"F","1966-12-22","Beroun"
"3729",4626,"1996-06-15","monthly","Nymburk",1,NA,"1997-06-18",33348,2779,12,"expired",FALSE,54800,15,112215,700,0,0,0,42,1062837,25305.6428571429,30,5178,172.6,0,0,0,28,420,15,55,974613,17720.2363636364,12,33348,2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2778.7,5574,"F","1970-09-12","Nymburk"
"3730",4650,"1995-10-15","monthly","Kladno",1,NA,"1996-08-25",402000,6700,60,"current",FALSE,9100,15,52350,200,0,0,0,76,433433,5703.06578947368,38,3717,97.8157894736842,33,18282,554,33,495,15,27,92580,3428.88888888889,28,187600,6700,0,0,0,34,96152,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3360.66666666667,5606,"M","1980-08-06","Kladno"
"3732",4660,"1997-01-03","monthly","Vyskov",1,NA,"1997-05-28",106944,4456,24,"current",FALSE,36100,15,83933,58,24,818480,34103.3333333333,2,2200,1100,24,4178,174.083333333333,20,42420,2121,19,285,15,41,644568,15721.1707317073,19,84664,4456,20,8740,437,19,9025,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1872.25,5618,"F","1953-03-22","Vyskov"
"3733",4681,"1995-08-08","monthly","Karvina",1,NA,"1997-03-15",162624,3388,48,"current",FALSE,18400,15,73290,14512,41,904596,22063.3170731707,6,16500,2750,41,6325,154.268292682927,37,185592,5016,36,540,15,76,453343,5965.03947368421,21,71148,3388,0,0,0,36,162540,4515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4306.33333333333,5642,"F","1957-11-04","Karvina"
"3734",4715,"1996-10-28","monthly","Mlada Boleslav",1,NA,"1997-03-14",97176,4049,24,"current",FALSE,62900,15,119073,400,26,1306979,50268.4230769231,1,400,400,26,5786,222.538461538462,0,0,0,21,315,15,53,1181391,22290.3962264151,21,85029,4049,0,0,0,0,0,0,0,0,0,5,12900,2580,0,0,0,0,0,0,0,0,0,1,4049,5684,"F","1955-03-02","Mlada Boleslav"
"3735",4725,"1997-04-14","monthly","Opava",1,NA,"1997-11-04",168264,4674,36,"current",FALSE,28100,15,70586,700,20,616992,30849.6,1,700,700,20,1711,85.55,16,215392,13462,15,225,15,25,304900,12196,14,65436,4674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9068.1,5699,"M","1950-10-08","Opava"
"3736",4727,"1995-02-13","monthly","Benesov",1,NA,"1995-08-11",107640,4485,24,"expired",FALSE,51500,15,123789,600,46,1787100,38850,7,42700,6100,46,10269,223.239130434783,42,150360,3580,41,615,15,105,1429236,13611.7714285714,24,107640,4485,0,0,0,42,78162,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3308.66666666667,5701,"F","1959-11-22","Benesov"
"3739",4746,"1997-02-21","monthly","Brno - mesto",1,NA,"1997-09-07",204780,3413,60,"current",FALSE,64600,15,151002,200,0,0,0,41,1224692,29870.5365853659,22,5337,242.590909090909,0,0,0,16,240,15,54,1103976,20444,16,54608,3413,0,0,0,0,0,0,0,0,0,4,10500,2625,0,0,0,0,0,0,0,0,0,1,3413,5727,"M","1953-02-24","Brno - mesto"
"3742",4774,"1994-01-14","monthly","Zdar nad Sazavou",2,NA,"1995-07-09",465072,9689,48,"current",FALSE,42880,15,99235,300,0,0,0,69,1521288,22047.652173913,59,10031,170.016949152542,0,0,0,54,810,15,113,694600,6146.90265486726,42,406938,9689,0,0,0,0,0,0,0,0,0,0,0,0,55,347300,6314.54545454545,0,0,0,0,0,0,1,9689,5760,"M","1948-05-08","Zdar nad Sazavou"
"3743",4784,"1997-08-08","monthly","Nachod",2,NA,"1997-11-24",219456,4572,48,"current",FALSE,29500,15,95801,400,17,544734,32043.1764705882,1,400,400,17,4644,273.176470588235,0,0,0,12,180,15,24,414044,17251.8333333333,13,59436,4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4572,5774,"F","1960-01-15","Nachod"
"3744",4794,"1996-12-18","monthly","Olomouc",1,NA,"1997-12-27",465504,9698,48,"current",TRUE,16200,3,49947,-1736,0,0,0,32,443840,13870,24,1564,65.1666666666667,20,38440,1922,19,285,15,29,185840,6408.27586206897,11,106678,9698,20,62840,3142,40,45260,1131.5,0,0,0,0,0,0,0,0,0,2,14,7,0,0,0,5,3405,5788,"M","1962-05-04","Olomouc"
"3745",4803,"1996-06-08","monthly","Plzen - mesto",1,NA,"1997-02-25",59136,1232,48,"current",FALSE,17900,15,38938,6620,0,0,0,48,202445,4217.60416666667,31,3293,106.225806451613,0,0,0,26,390,15,48,142500,2968.75,22,27104,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1232,5801,"F","1979-12-10","Plzen - mesto"
"3746",4825,"1994-06-04","monthly","Cesky Krumlov",2,NA,"1995-08-18",21396,1783,12,"expired",FALSE,26300,15,49990,1000,55,641935,11671.5454545455,10,37600,3760,55,6500,118.181818181818,0,0,0,50,750,15,119,642300,5397.47899159664,12,21396,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1783.2,5826,"M","1968-09-09","Cesky Krumlov"
"3747",4851,"1996-02-04","monthly","Usti nad Orlici",2,NA,"1996-08-22",141648,5902,24,"expired",FALSE,60700,15,144983,200,0,0,0,60,1453646,24227.4333333333,34,5974,175.705882352941,28,119980,4285,28,420,15,58,1099313,18953.6724137931,24,141648,5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5093.6,5858,"M","1952-07-17","Usti nad Orlici"
"3748",4852,"1995-04-13","monthly","Pardubice",1,NA,"1996-03-04",213300,5925,36,"current",FALSE,8160,15,42444,400,0,0,0,81,510564,6303.25925925926,44,4473,101.659090909091,39,186966,4794,39,585,15,38,103180,2715.26315789474,34,201450,5925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5359.5,5860,"M","1964-04-22","Pardubice"
"3749",4858,"1997-06-21","monthly","Bruntal",1,NA,"1998-07-27",335184,6983,48,"current",TRUE,37400,5,100571,-6653,18,817050,45391.6666666667,1,600,600,36,4566,126.833333333333,0,0,0,13,195,15,54,760824,14089.3333333333,4,27932,6983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,154,19.25,0,0,0,1,6983.3,5866,"F","1978-04-03","Bruntal"
"3750",4863,"1996-03-12","monthly","Kolin",1,NA,"1997-03-18",76080,6340,12,"expired",FALSE,38900,15,105699,300,33,1369512,41500.3636363636,3,8700,2900,33,7965,241.363636363636,29,95700,3300,28,420,15,84,951470,11327.0238095238,12,76080,6340,0,0,0,29,175044,6036,0,0,0,10,26600,2660,0,0,0,0,0,0,0,0,0,3,5225.43333333333,5873,"F","1979-04-06","Kolin"
"3751",4894,"1993-06-20","monthly","Ceske Budejovice",1,NA,"1993-11-04",117024,4876,24,"expired",FALSE,54500,15,135209,800,66,2091727,31692.8333333333,8,50700,6337.5,66,17232,261.090909090909,0,0,0,61,915,15,171,1924621,11255.0935672515,24,117024,4876,0,0,0,0,0,0,0,0,0,14,35500,2535.71428571429,0,0,0,0,0,0,0,0,0,1,4875.8,5911,"M","1935-10-03","Ceske Budejovice"
"3752",4907,"1994-02-06","monthly","Havlickuv Brod",1,NA,"1996-01-03",98832,2059,48,"current",FALSE,41200,15,70009,500,0,0,0,63,1003449,15927.7619047619,59,7461,126.457627118644,54,212652,3938,54,810,15,89,568980,6393.03370786517,36,74124,2059,55,17875,325,54,67662,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1893.75,5928,"F","1970-09-10","Havlickuv Brod"
"3753",4937,"1993-02-20","monthly","Pribram",1,NA,"1994-07-23",143904,5996,24,"expired",FALSE,64700,15,135935,700,0,0,0,106,2607742,24601.3396226415,71,15076,212.338028169014,68,182716,2687,68,1020,15,154,2173399,14112.9805194805,24,143904,5996,0,0,0,69,55200,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3161.06666666667,NA,"","",""
"3754",4948,"1995-07-29","monthly","Hradec Kralove",1,NA,"1996-11-15",359760,5996,60,"current",FALSE,60000,15,127808,900,0,0,0,54,1076304,19931.5555555556,34,5640,165.882352941176,29,136590,4710,29,435,15,66,732715,11101.7424242424,25,149900,5996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5353.1,5977,"M","1979-05-31","Hradec Kralove"
"3755",4949,"1996-10-14","monthly","Decin",1,NA,"1997-08-30",289920,6040,48,"current",FALSE,41200,15,124678,400,26,1032809,39723.4230769231,3,27700,9233.33333333333,26,6746,259.461538461538,0,0,0,21,315,15,61,900653,14764.8032786885,16,96640,6040,0,0,0,0,0,0,0,0,0,1,5100,5100,0,0,0,0,0,0,0,0,0,1,6039.8,5978,"F","1944-01-27","Decin"
"3756",4981,"1996-01-22","monthly","Brno - mesto",1,NA,"1996-11-28",179328,3736,48,"current",FALSE,23040,15,81615,200,0,0,0,37,889863,24050.3513513513,35,4602,131.485714285714,31,152830,4930,30,450,15,69,632020,9159.71014492754,25,93400,3736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4333,6015,"M","1973-11-21","Brno - mesto"
"3757",4999,"1996-02-12","monthly","Hl.m. Praha",2,NA,"1997-05-18",165168,4588,36,"current",FALSE,46500,15,124254,300,34,1018644,29960.1176470588,14,102100,7292.85714285714,34,6111,179.735294117647,30,210840,7028,29,435,15,62,562050,9065.32258064516,19,87191,4589,0,0,0,30,189810,6327,0,0,0,1,3900,3900,0,0,0,0,0,0,0,0,0,3,5981.16666666667,6039,"F","1958-07-03","Hl.m. Praha"
"3758",5001,"1995-12-15","monthly","Blansko",1,NA,"1996-11-09",110112,4588,24,"expired",FALSE,63000,15,135658,700,0,0,0,60,1551650,25860.8333333333,36,6515,180.972222222222,32,297344,9292,32,480,15,70,1134209,16202.9857142857,24,110136,4589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6940.25,6042,"M","1963-10-12","Blansko"
"3761",5033,"1995-08-03","monthly","Brno - mesto",1,NA,"1996-07-25",11400,950,12,"expired",FALSE,6700,15,49934,300,0,0,0,56,345542,6170.39285714286,41,4714,114.975609756098,37,67340,1820,36,540,15,66,121500,1840.90909090909,12,11400,950,37,81252,2196,36,27144,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1430,6077,"F","1980-04-30","Brno - mesto"
"3764",5072,"1996-04-12","monthly","Kutna Hora",1,NA,"1997-02-09",317520,5292,60,"current",FALSE,44800,15,83424,1100,0,0,0,35,871421,24897.7428571429,33,6918,209.636363636364,28,52164,1863,28,420,15,67,426640,6367.76119402985,23,121716,5292,28,29820,1065,57,192741,3381.42105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2978.8,6122,"F","1968-02-16","Kutna Hora"
"3766",5118,"1995-08-05","monthly","Olomouc",1,NA,"1997-05-04",53232,1109,48,"current",FALSE,15360,15,50515,1100,0,0,0,50,406604,8132.08,41,5834,142.292682926829,37,114515,3095,36,540,15,85,227360,2674.82352941176,20,22180,1109,0,0,0,36,16056,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1550,6175,"M","1964-05-17","Olomouc"
"3767",5120,"1993-06-21","monthly","Hl.m. Praha",1,NA,"1994-08-10",323472,6739,48,"expired",FALSE,64000,15,128939,200,0,0,0,108,2256090,20889.7222222222,62,11330,182.741935483871,58,174464,3008,58,870,15,118,1702163,14425.1101694915,48,323472,6739,0,0,0,0,0,0,0,0,0,1,1300,1300,0,0,0,0,0,0,0,0,0,2,4873.35,6178,"F","1940-10-15","Hl.m. Praha"
"3769",5126,"1995-04-03","monthly","Jihlava",2,NA,"1996-01-11",20352,424,48,"current",FALSE,9600,15,44428,400,0,0,0,56,433834,7747.03571428571,45,4858,107.955555555556,40,168320,4208,40,600,15,75,233160,3108.8,36,15264,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2316,6185,"F","1948-03-05","Jihlava"
"3771",5164,"1997-05-13","monthly","Kolin",1,NA,"1998-03-23",22356,621,36,"current",FALSE,14400,15,37213,6392,0,0,0,23,151424,6583.65217391304,20,1850,92.5,16,68176,4261,15,225,15,21,61100,2909.52380952381,9,5589,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2441,6235,"M","1940-04-04","Kolin"
"3772",5180,"1997-02-24","monthly","Brno - mesto",2,NA,"1998-07-16",58764,4897,12,"current",FALSE,48500,15,111219,700,0,0,0,19,456635,24033.4210526316,18,3040,168.888888888889,0,0,0,6,90,15,26,400984,15422.4615384615,5,24485,4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4897,6255,"F","1946-01-01","Brno - mesto"
"3773",5181,"1996-02-03","monthly","Prerov",1,NA,"1997-04-28",399120,6652,60,"current",FALSE,30200,15,85656,300,0,0,0,37,517861,13996.2432432432,32,5182,161.9375,0,0,0,26,390,15,39,365512,9372.10256410256,20,133060,6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6652.5,6257,"F","1942-08-20","Prerov"
"3774",5213,"1995-08-18","monthly","Hl.m. Praha",1,NA,"1996-04-25",320976,6687,48,"current",TRUE,63400,6,130775,-2052,40,2032059,50801.475,3,14800,4933.33333333333,80,14340,179.25,0,0,0,35,525,15,109,1774933,16283.7889908257,29,193923,6687,0,0,0,0,0,0,0,0,0,1,2700,2700,0,0,0,4,38,9.5,0,0,0,1,6687,6299,"M","1936-08-09","Hl.m. Praha"
"3775",5215,"1993-07-01","monthly","Brno - venkov",1,NA,"1994-08-04",14628,1219,12,"expired",FALSE,17600,2,78661,200,0,0,0,75,1135426,15139.0133333333,66,12432,188.363636363636,61,122,2,61,915,15,177,658080,3717.96610169492,12,14628,1219,61,22692,372,123,378155,3074.43089430894,0,0,0,1,4000,4000,0,0,0,0,0,0,0,0,0,5,1555.6,6301,"F","1949-03-08","Brno - venkov"
"3776",5263,"1995-07-14","monthly","Zlin",1,NA,"1996-11-12",276300,4605,60,"current",FALSE,30560,15,73335,500,0,0,0,80,511366,6392.075,41,6186,150.878048780488,36,142200,3950,36,540,15,54,188520,3491.11111111111,26,119730,4605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4277.5,6359,"M","1976-07-06","Zlin"
"3777",5267,"1996-01-12","monthly","Kladno",1,NA,"1997-11-26",129312,5388,24,"current",TRUE,63800,11,117299,-8657,0,0,0,55,1451059,26382.8909090909,36,5784,160.666666666667,0,0,0,34,510,15,94,1345811,14317.1382978723,12,64668,5389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,17,0,0,0,1,5388.5,6363,"F","1973-10-20","Kladno"
"3778",5269,"1996-07-04","monthly","Semily",1,NA,"1997-02-02",117420,1957,60,"current",FALSE,26900,15,68585,500,0,0,0,33,672395,20375.6060606061,30,4343,144.766666666667,25,19825,793,25,375,15,52,370420,7123.46153846154,23,45011,1957,0,0,0,25,181500,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3336.66666666667,6366,"M","1966-02-21","Semily"
"3779",5270,"1993-01-13","monthly","Chrudim",1,NA,"1993-11-22",79608,3317,24,"expired",FALSE,66300,15,136655,800,72,3490428,48478.1666666667,5,5400,1080,72,20571,285.708333333333,0,0,0,67,1005,15,222,3340470,15047.1621621622,24,79608,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3317,6367,"M","1970-04-28","Chrudim"
"3780",5283,"1997-09-18","monthly","Cesky Krumlov",1,NA,"1998-09-09",170832,3559,48,"current",FALSE,52000,15,141462,700,15,746163,49744.2,2,1700,850,15,3834,255.6,11,106139,9649,10,150,15,36,573350,15926.3888888889,4,14236,3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6604,6383,"M","1970-01-07","Cesky Krumlov"
"3782",5305,"1996-09-16","monthly","Pardubice",1,NA,"1998-03-31",240528,5011,48,"current",FALSE,34900,15,86335,600,27,886974,32850.8888888889,3,9600,3200,27,4263,157.888888888889,0,0,0,22,330,15,61,799810,13111.6393442623,9,45099,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5011.2,6408,"M","1956-06-29","Pardubice"
"3783",5313,"1993-04-29","monthly","Teplice",1,NA,"1994-02-27",300660,5011,60,"current",FALSE,63900,15,135577,800,0,0,0,113,2477550,21925.2212389381,68,12238,179.970588235294,63,364833,5791,63,945,15,110,1676944,15244.9454545455,58,290638,5011,63,60354,958,63,73521,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3231.8,6417,"M","1950-01-07","Teplice"
"3784",5317,"1996-10-20","monthly","Plzen - sever",1,NA,"1997-03-07",90180,2505,36,"current",FALSE,20400,15,52787,200,26,428329,16474.1923076923,3,6000,2000,26,2804,107.846153846154,22,95282,4331,21,315,15,32,266500,8328.125,22,55110,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3417.9,6422,"M","1960-09-23","Plzen - sever"
"3787",5358,"1995-05-18","monthly","Kladno",1,NA,"1997-01-24",68340,1139,60,"current",FALSE,33600,15,77351,500,0,0,0,45,1146427,25476.1555555556,43,9176,213.395348837209,38,349258,9191,38,570,15,80,711340,8891.75,23,26197,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5165,6469,"M","1953-03-16","Kladno"
"3792",5395,"1996-04-26","monthly","Pardubice",1,NA,"1997-09-05",158184,4394,36,"current",FALSE,52400,15,140530,400,0,0,0,43,902256,20982.6976744186,33,6393,193.727272727273,0,0,0,30,450,15,74,799935,10809.9324324324,16,70304,4394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4393.8,6511,"M","1953-08-07","Pardubice"
"3793",5422,"1994-10-22","monthly","Zdar nad Sazavou",2,NA,"1996-06-03",368880,6148,60,"current",FALSE,64500,15,154699,1100,0,0,0,89,2351925,26426.1235955056,51,9804,192.235294117647,47,39104,832,47,705,15,121,1918035,15851.5289256198,31,190588,6148,47,67445,1435,47,109040,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2683.75,6544,"M","1974-08-04","Zdar nad Sazavou"
"3795",5428,"1993-04-14","monthly","Karlovy Vary",1,NA,"1993-09-24",174744,7281,24,"expired",TRUE,64500,15,151180,-3564,0,0,0,98,2367741,24160.6224489796,69,10446,151.391304347826,0,0,0,66,990,15,143,1811539,12668.1048951049,18,131058,7281,0,0,0,0,0,0,0,0,0,0,0,0,64,340200,5315.625,0,0,0,0,0,0,1,7281.3,6551,"F","1948-08-12","Karlovy Vary"
"3797",5442,"1993-03-22","monthly","Chomutov",1,NA,"1994-06-17",174744,7281,24,"expired",TRUE,67800,0,123222,-6831,0,0,0,91,2203680,24216.2637362637,69,7382,106.985507246377,58,470380,8110,68,1020,15,84,1369461,16303.1071428571,11,80091,7281,65,66105,1017,67,138690,2070,0,0,0,1,1800,1800,0,0,0,16,166,10.375,0,0,0,4,4619.575,NA,"","",""
"3798",5445,"1997-02-19","monthly","Olomouc",1,NA,"1997-10-01",78696,2186,36,"current",FALSE,14100,15,56766,1000,22,314784,14308.3636363636,8,19600,2450,22,2947,133.954545454545,18,12330,685,17,255,15,37,217249,5871.5945945946,15,32790,2186,18,11232,624,36,41364,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1158.6,6571,"F","1971-03-24","Olomouc"
"3800",5477,"1995-12-17","monthly","Hodonin",1,NA,"1997-10-04",349392,7279,48,"current",FALSE,52700,15,151614,900,0,0,0,74,1874768,25334.7027027027,37,9635,260.405405405405,31,196602,6342,31,465,15,91,1471645,16171.9230769231,15,109185,7279,0,0,0,0,0,0,0,0,0,4,11400,2850,0,0,0,0,0,0,0,0,0,2,6810.65,6610,"M","1954-06-03","Hodonin"
"3801",5481,"1993-08-16","monthly","Usti nad Orlici",1,NA,"1994-09-11",209184,4358,48,"expired",FALSE,63800,15,119383,1000,64,2531885,39560.703125,4,5800,1450,64,14744,230.375,0,0,0,59,885,15,164,2246153,13696.0548780488,48,209184,4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4358,NA,"","",""
